"GAULCountryCode","Year","YearLabel","SeriesCode","SeriesName","QualifierCode","Value","UnitOfMeasure","SourceCode","TopicCode"
7,2003,"2003","SI.POV.NAGP","Poverty gap at national poverty lines (%)","U","","percent","External","RPR"
7,2003,"2003","OA.TP.POP.ZS","Population (share of total population)","U","0.907894736842105","percent","External","RPR"
7,2003,"2003","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","U","","percent","External","RPR"
7,2003,"2003","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","U","100","percent","External","OPA"
7,2004,"2004","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","F","","percent","External","RPR"
7,2004,"2004","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","F","","per 1,000","External","RPR"
7,2004,"2004","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","F","","percent","External","RPR"
7,2004,"2004","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","F","","percent","External","HADE"
7,2004,"2004","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","M","","percent","External","RPR"
7,2004,"2004","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","M","","per 1,000","External","RPR"
7,2004,"2004","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","M","","percent","External","RPR"
7,2004,"2004","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","M","","percent","External","HADE"
7,2004,"2004","EA.PRD.AGRI.KD","Agriculture value added per worker (constant 2000 US$)","N","","constant 2000 US$","External","RPR"
7,2004,"2004","FS.OA.POU.PCT3D1","Prevalence of undernourishment (%)","N","<5.0","percent","External","RPR"
7,2004,"2004","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)","N","","percent","External","RPR"
7,2004,"2004","NV.AGR.TOTL.ZS","Agriculture, value added (percent of GDP)","N","","percent","External","RPR"
7,2004,"2004","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)","N","","percent","External","NR"
7,2004,"2004","RL.IL.ALPC.HA","Arable land and permanent crops (ha)","N","2500","ha","External","NR"
7,2004,"2004","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)","N","99","percent","External","RPR"
7,2004,"2004","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","N","","percent","External","RPR"
7,2004,"2004","SE.ADT.MYS.ZS","Mean years of schooling of adults (years)","N","","years","External","RPR"
7,2004,"2004","RL.IL.AAAI.HA","Agricultural area actually irrigated (ha)","N","","ha","External","NR"
7,2004,"2004","RL.IL.AAAI.PCT","Agricultural area actually irrigated, share of arable land and permanent crops (percent)","N","","percent","External","NR"
7,2004,"2004","RL.IL.AL.HA","Arable land (ha)","N","2500","ha","External","NR"
7,2004,"2004","RL.IL.AL.HC","Per capita arable land (ha)","N","0.0316455696202532","ha/cap","External","NR"
7,2004,"2004","SI.POV.DDAY","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","N","","percent","External","RPR"
7,2004,"2004","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","","percent","External","RPR"
7,2004,"2004","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)","N","","percent","External","RPR"
7,2004,"2004","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)","N","","percent","External","RPR"
7,2004,"2004","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","N","100","percent","External","OPA"
7,2004,"2004","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)","N","98","percent","External","RPR"
7,2004,"2004","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","N","4","per 1,000","External","RPR"
7,2004,"2004","SI.POV.NAGP","Poverty gap at national poverty lines (%)","N","","percent","External","RPR"
7,2004,"2004","SI.POV.2DAY","Poverty headcount ratio at $2 a day (PPP) (% of population)","N","","percent","External","RPR"
7,2004,"2004","SI.POV.GAPS","Poverty gap at $1.25 a day (PPP) (%)","N","","percent","External","RPR"
7,2004,"2004","SH.MED.CMHW.P3","Community health workers (per 1,000 people)","N","","per 1000 people","External","RPR"
7,2004,"2004","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","N","100","percent","External","OPA"
7,2004,"2004","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","N","","percent","External","HADE"
7,2004,"2004","SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","N","","per 100,000","External","RPR"
7,2004,"2004","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","N","","percent","External","RPR"
7,2004,"2004","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","N","","percent","External","RPR"
7,2004,"2004","OA.TP.POP.ZS","Population (share of total population)","R","0.0886075949367089","percent","External","RPR"
7,2004,"2004","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","R","100","percent","External","OPA"
7,2004,"2004","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","R","","percent","External","RPR"
7,2004,"2004","SI.POV.NAGP","Poverty gap at national poverty lines (%)","R","","percent","External","RPR"
7,2004,"2004","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","R","100","percent","External","OPA"
7,2004,"2004","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","U","100","percent","External","OPA"
7,2004,"2004","SI.POV.NAGP","Poverty gap at national poverty lines (%)","U","","percent","External","RPR"
7,2004,"2004","OA.TP.POP.ZS","Population (share of total population)","U","0.911392405063291","percent","External","RPR"
7,2004,"2004","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","U","","percent","External","RPR"
7,2004,"2004","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","U","100","percent","External","OPA"
7,2005,"2005","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","F","","percent","External","RPR"
7,2005,"2005","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","F","","per 1,000","External","RPR"
7,2005,"2005","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","F","","percent","External","RPR"
7,2005,"2005","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","F","","percent","External","HADE"
7,2005,"2005","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","M","","percent","External","RPR"
7,2005,"2005","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","M","","per 1,000","External","RPR"
7,2005,"2005","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","M","","percent","External","RPR"
7,2005,"2005","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","M","","percent","External","HADE"
7,2005,"2005","EA.PRD.AGRI.KD","Agriculture value added per worker (constant 2000 US$)","N","","constant 2000 US$","External","RPR"
7,2005,"2005","FS.OA.POU.PCT3D1","Prevalence of undernourishment (%)","N","<5.0","percent","External","RPR"
7,2005,"2005","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)","N","","percent","External","RPR"
7,2005,"2005","NV.AGR.TOTL.ZS","Agriculture, value added (percent of GDP)","N","","percent","External","RPR"
7,2005,"2005","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)","N","","percent","External","NR"
7,2005,"2005","RL.IL.ALPC.HA","Arable land and permanent crops (ha)","N","2500","ha","External","NR"
7,2005,"2005","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)","N","98","percent","External","RPR"
7,2005,"2005","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","N","","percent","External","RPR"
7,2005,"2005","SE.ADT.MYS.ZS","Mean years of schooling of adults (years)","N","","years","External","RPR"
7,2005,"2005","RL.IL.AAAI.HA","Agricultural area actually irrigated (ha)","N","","ha","External","NR"
7,2005,"2005","RL.IL.AAAI.PCT","Agricultural area actually irrigated, share of arable land and permanent crops (percent)","N","","percent","External","NR"
7,2005,"2005","RL.IL.AL.HA","Arable land (ha)","N","2500","ha","External","NR"
7,2005,"2005","RL.IL.AL.HC","Per capita arable land (ha)","N","0.0308641975308642","ha/cap","External","NR"
7,2005,"2005","SI.POV.DDAY","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","N","","percent","External","RPR"
7,2005,"2005","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","","percent","External","RPR"
7,2005,"2005","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)","N","","percent","External","RPR"
7,2005,"2005","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)","N","","percent","External","RPR"
7,2005,"2005","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","N","100","percent","External","OPA"
7,2005,"2005","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)","N","94","percent","External","RPR"
7,2005,"2005","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","N","3.9","per 1,000","External","RPR"
7,2005,"2005","SI.POV.2DAY","Poverty headcount ratio at $2 a day (PPP) (% of population)","N","","percent","External","RPR"
7,2005,"2005","SI.POV.GAPS","Poverty gap at $1.25 a day (PPP) (%)","N","","percent","External","RPR"
7,2005,"2005","SH.MED.CMHW.P3","Community health workers (per 1,000 people)","N","","per 1000 people","External","RPR"
7,2005,"2005","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","N","100","percent","External","OPA"
7,2005,"2005","SI.POV.NAGP","Poverty gap at national poverty lines (%)","N","","percent","External","RPR"
7,2005,"2005","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","N","","percent","External","HADE"
7,2005,"2005","SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","N","","per 100,000","External","RPR"
7,2005,"2005","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","N","","percent","External","RPR"
7,2005,"2005","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","N","","percent","External","RPR"
7,2005,"2005","OA.TP.POP.ZS","Population (share of total population)","R","0.0987654320987654","percent","External","RPR"
7,2005,"2005","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","R","100","percent","External","OPA"
7,2005,"2005","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","R","","percent","External","RPR"
7,2005,"2005","SI.POV.NAGP","Poverty gap at national poverty lines (%)","R","","percent","External","RPR"
7,2005,"2005","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","R","100","percent","External","OPA"
7,2005,"2005","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","U","100","percent","External","OPA"
7,2005,"2005","SI.POV.NAGP","Poverty gap at national poverty lines (%)","U","","percent","External","RPR"
7,2005,"2005","OA.TP.POP.ZS","Population (share of total population)","U","0.901234567901235","percent","External","RPR"
7,2005,"2005","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","U","","percent","External","RPR"
7,2005,"2005","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","U","100","percent","External","OPA"
7,2006,"2006","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","F","","percent","External","RPR"
7,2006,"2006","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","F","","per 1,000","External","RPR"
7,2006,"2006","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","F","","percent","External","RPR"
7,2006,"2006","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","F","","percent","External","HADE"
7,2006,"2006","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","M","","percent","External","RPR"
7,2006,"2006","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","M","","per 1,000","External","RPR"
7,2006,"2006","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","M","","percent","External","RPR"
7,2006,"2006","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","M","","percent","External","HADE"
7,2006,"2006","EA.PRD.AGRI.KD","Agriculture value added per worker (constant 2000 US$)","N","","constant 2000 US$","External","RPR"
7,2006,"2006","FS.OA.POU.PCT3D1","Prevalence of undernourishment (%)","N","<5.0","percent","External","RPR"
7,2006,"2006","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)","N","","percent","External","RPR"
7,2006,"2006","NV.AGR.TOTL.ZS","Agriculture, value added (percent of GDP)","N","","percent","External","RPR"
7,2006,"2006","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)","N","","percent","External","NR"
7,2006,"2006","RL.IL.ALPC.HA","Arable land and permanent crops (ha)","N","2400","ha","External","NR"
7,2006,"2006","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)","N","93","percent","External","RPR"
7,2006,"2006","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","N","","percent","External","RPR"
7,2006,"2006","SE.ADT.MYS.ZS","Mean years of schooling of adults (years)","N","","years","External","RPR"
7,2006,"2006","RL.IL.AAAI.HA","Agricultural area actually irrigated (ha)","N","","ha","External","NR"
7,2006,"2006","RL.IL.AAAI.PCT","Agricultural area actually irrigated, share of arable land and permanent crops (percent)","N","","percent","External","NR"
7,2006,"2006","RL.IL.AL.HA","Arable land (ha)","N","2400","ha","External","NR"
7,2006,"2006","RL.IL.AL.HC","Per capita arable land (ha)","N","0.0292682926829268","ha/cap","External","NR"
7,2006,"2006","SI.POV.DDAY","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","N","","percent","External","RPR"
7,2006,"2006","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","","percent","External","RPR"
7,2006,"2006","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)","N","","percent","External","RPR"
7,2006,"2006","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)","N","","percent","External","RPR"
7,2006,"2006","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","N","100","percent","External","OPA"
7,2006,"2006","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)","N","91","percent","External","RPR"
7,2006,"2006","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","N","3.7","per 1,000","External","RPR"
7,2006,"2006","SI.POV.2DAY","Poverty headcount ratio at $2 a day (PPP) (% of population)","N","","percent","External","RPR"
